"rater","rating","language","category","list","study","filename","ideophone"
"N062",2.7,"Semai","Motion","C","Language","semai_8_motion","cidũʔcidẽʔ"
"N066",1,"Semai","Motion","C","Language","semai_8_motion","cidũʔcidẽʔ"
"N071",2.9,"Semai","Motion","C","Language","semai_8_motion","cidũʔcidẽʔ"
"N075",2.1,"Semai","Motion","C","Language","semai_8_motion","cidũʔcidẽʔ"
"N076",3.2,"Semai","Motion","C","Language","semai_8_motion","cidũʔcidẽʔ"
"N009",1.1,"Semai","Shape","C","Language","semai_33_shape","goow"
"N014",1,"Semai","Shape","C","Language","semai_33_shape","goow"
"N018",1,"Semai","Shape","C","Language","semai_33_shape","goow"
"N024",3,"Semai","Shape","C","Language","semai_33_shape","goow"
"N028",1,"Semai","Shape","C","Language","semai_33_shape","goow"
"N030",5,"Semai","Shape","C","Language","semai_33_shape","goow"
"N035",2.7,"Semai","Shape","C","Language","semai_33_shape","goow"
"N036",1.8,"Semai","Shape","C","Language","semai_33_shape","goow"
"N038",1,"Semai","Shape","C","Language","semai_33_shape","goow"
"N040",1,"Semai","Shape","C","Language","semai_33_shape","goow"
"N043",1,"Semai","Shape","C","Language","semai_33_shape","goow"
"N052",1.3,"Semai","Shape","C","Language","semai_33_shape","goow"
"N059",1,"Semai","Shape","C","Language","semai_33_shape","goow"
"N062",2.7,"Semai","Shape","C","Language","semai_33_shape","goow"
"N066",1,"Semai","Shape","C","Language","semai_33_shape","goow"
"N071",2.5,"Semai","Shape","C","Language","semai_33_shape","goow"
"N075",2.1,"Semai","Shape","C","Language","semai_33_shape","goow"
"N076",1.9,"Semai","Shape","C","Language","semai_33_shape","goow"
"N009",1.6,"Semai","ColorVisual","C","Language","semai_1_color",NA
"N014",2.5,"Semai","ColorVisual","C","Language","semai_1_color",NA
"N018",1.6,"Semai","ColorVisual","C","Language","semai_1_color",NA
"N024",1,"Semai","ColorVisual","C","Language","semai_1_color",NA
"N028",1,"Semai","ColorVisual","C","Language","semai_1_color",NA
"N030",2,"Semai","ColorVisual","C","Language","semai_1_color",NA
"N035",2.2,"Semai","ColorVisual","C","Language","semai_1_color",NA
"N036",1.1,"Semai","ColorVisual","C","Language","semai_1_color",NA
"N038",1,"Semai","ColorVisual","C","Language","semai_1_color",NA
"N040",1,"Semai","ColorVisual","C","Language","semai_1_color",NA
"N043",1.1,"Semai","ColorVisual","C","Language","semai_1_color",NA
"N052",1,"Semai","ColorVisual","C","Language","semai_1_color",NA
"N059",1.6,"Semai","ColorVisual","C","Language","semai_1_color",NA
"N062",1,"Semai","ColorVisual","C","Language","semai_1_color",NA
"N066",2,"Semai","ColorVisual","C","Language","semai_1_color",NA
"N071",3.6,"Semai","ColorVisual","C","Language","semai_1_color",NA
"N075",1.3,"Semai","ColorVisual","C","Language","semai_1_color",NA
"N076",1,"Semai","ColorVisual","C","Language","semai_1_color",NA
"N009",1,"Semai","Sound","C","Language","semai_28_sound","plɛ̃splɒ̃s"
"N014",1.5,"Semai","Sound","C","Language","semai_28_sound","plɛ̃splɒ̃s"
"N018",1,"Semai","Sound","C","Language","semai_28_sound","plɛ̃splɒ̃s"
"N024",2,"Semai","Sound","C","Language","semai_28_sound","plɛ̃splɒ̃s"
"N028",1,"Semai","Sound","C","Language","semai_28_sound","plɛ̃splɒ̃s"
"N030",1,"Semai","Sound","C","Language","semai_28_sound","plɛ̃splɒ̃s"
"N035",1.9,"Semai","Sound","C","Language","semai_28_sound","plɛ̃splɒ̃s"
"N036",1.1,"Semai","Sound","C","Language","semai_28_sound","plɛ̃splɒ̃s"
"N038",1,"Semai","Sound","C","Language","semai_28_sound","plɛ̃splɒ̃s"
"N040",1.1,"Semai","Sound","C","Language","semai_28_sound","plɛ̃splɒ̃s"
"N043",1.6,"Semai","Sound","C","Language","semai_28_sound","plɛ̃splɒ̃s"
"N052",1,"Semai","Sound","C","Language","semai_28_sound","plɛ̃splɒ̃s"
"N059",1,"Semai","Sound","C","Language","semai_28_sound","plɛ̃splɒ̃s"
"N062",3.8,"Semai","Sound","C","Language","semai_28_sound","plɛ̃splɒ̃s"
"N066",1,"Semai","Sound","C","Language","semai_28_sound","plɛ̃splɒ̃s"
"N071",3.5,"Semai","Sound","C","Language","semai_28_sound","plɛ̃splɒ̃s"
"N075",1.6,"Semai","Sound","C","Language","semai_28_sound","plɛ̃splɒ̃s"
"N076",1.5,"Semai","Sound","C","Language","semai_28_sound","plɛ̃splɒ̃s"
"N009",5,"Semai","Texture","C","Language","semai_20_texture","grigelrigel"
"N014",5,"Semai","Texture","C","Language","semai_20_texture","grigelrigel"
"N018",4.9,"Semai","Texture","C","Language","semai_20_texture","grigelrigel"
"N024",4.1,"Semai","Texture","C","Language","semai_20_texture","grigelrigel"
"N028",3,"Semai","Texture","C","Language","semai_20_texture","grigelrigel"
"N030",5,"Semai","Texture","C","Language","semai_20_texture","grigelrigel"
"N035",3.8,"Semai","Texture","C","Language","semai_20_texture","grigelrigel"
"N036",3.3,"Semai","Texture","C","Language","semai_20_texture","grigelrigel"
"N038",5,"Semai","Texture","C","Language","semai_20_texture","grigelrigel"
"N040",4.8,"Semai","Texture","C","Language","semai_20_texture","grigelrigel"
"N043",4.8,"Semai","Texture","C","Language","semai_20_texture","grigelrigel"
"N052",5,"Semai","Texture","C","Language","semai_20_texture","grigelrigel"
"N059",4.3,"Semai","Texture","C","Language","semai_20_texture","grigelrigel"
"N062",5,"Semai","Texture","C","Language","semai_20_texture","grigelrigel"
"N066",4.5,"Semai","Texture","C","Language","semai_20_texture","grigelrigel"
"N071",5,"Semai","Texture","C","Language","semai_20_texture","grigelrigel"
"N075",3.8,"Semai","Texture","C","Language","semai_20_texture","grigelrigel"
"N076",4.6,"Semai","Texture","C","Language","semai_20_texture","grigelrigel"
"N009",5,"Semai","Motion","C","Language","semai_10_motion","gjɛlgjolgjɛlgjol"
"N014",4,"Semai","Motion","C","Language","semai_10_motion","gjɛlgjolgjɛlgjol"
"N018",2.3,"Semai","Motion","C","Language","semai_10_motion","gjɛlgjolgjɛlgjol"
"N024",1.5,"Semai","Motion","C","Language","semai_10_motion","gjɛlgjolgjɛlgjol"
"N028",1,"Semai","Motion","C","Language","semai_10_motion","gjɛlgjolgjɛlgjol"
"N030",5,"Semai","Motion","C","Language","semai_10_motion","gjɛlgjolgjɛlgjol"
"N035",4.1,"Semai","Motion","C","Language","semai_10_motion","gjɛlgjolgjɛlgjol"
"N036",3.8,"Semai","Motion","C","Language","semai_10_motion","gjɛlgjolgjɛlgjol"
"N038",4,"Semai","Motion","C","Language","semai_10_motion","gjɛlgjolgjɛlgjol"
"N040",4.2,"Semai","Motion","C","Language","semai_10_motion","gjɛlgjolgjɛlgjol"
"N043",4.1,"Semai","Motion","C","Language","semai_10_motion","gjɛlgjolgjɛlgjol"
"N052",4,"Semai","Motion","C","Language","semai_10_motion","gjɛlgjolgjɛlgjol"
"N059",3.8,"Semai","Motion","C","Language","semai_10_motion","gjɛlgjolgjɛlgjol"
"N062",5,"Semai","Motion","C","Language","semai_10_motion","gjɛlgjolgjɛlgjol"
"N066",5,"Semai","Motion","C","Language","semai_10_motion","gjɛlgjolgjɛlgjol"
"N071",5,"Semai","Motion","C","Language","semai_10_motion","gjɛlgjolgjɛlgjol"
"N075",1.5,"Semai","Motion","C","Language","semai_10_motion","gjɛlgjolgjɛlgjol"
"N076",3.2,"Semai","Motion","C","Language","semai_10_motion","gjɛlgjolgjɛlgjol"
"N009",2.2,"Semai","Shape","C","Language","semai_36_shape","raŋjɒ̃ɒ̃t"
"N014",3.5,"Semai","Shape","C","Language","semai_36_shape","raŋjɒ̃ɒ̃t"
"N018",2.9,"Semai","Shape","C","Language","semai_36_shape","raŋjɒ̃ɒ̃t"
"N024",3.6,"Semai","Shape","C","Language","semai_36_shape","raŋjɒ̃ɒ̃t"
"N028",1,"Semai","Shape","C","Language","semai_36_shape","raŋjɒ̃ɒ̃t"
"N030",3.5,"Semai","Shape","C","Language","semai_36_shape","raŋjɒ̃ɒ̃t"
"N035",3.4,"Semai","Shape","C","Language","semai_36_shape","raŋjɒ̃ɒ̃t"
"N036",1.6,"Semai","Shape","C","Language","semai_36_shape","raŋjɒ̃ɒ̃t"
"N038",1.1,"Semai","Shape","C","Language","semai_36_shape","raŋjɒ̃ɒ̃t"
"N040",1.2,"Semai","Shape","C","Language","semai_36_shape","raŋjɒ̃ɒ̃t"
"N043",3.1,"Semai","Shape","C","Language","semai_36_shape","raŋjɒ̃ɒ̃t"
"N052",1,"Semai","Shape","C","Language","semai_36_shape","raŋjɒ̃ɒ̃t"
"N059",3.6,"Semai","Shape","C","Language","semai_36_shape","raŋjɒ̃ɒ̃t"
"N062",1.5,"Semai","Shape","C","Language","semai_36_shape","raŋjɒ̃ɒ̃t"
"N066",1.5,"Semai","Shape","C","Language","semai_36_shape","raŋjɒ̃ɒ̃t"
"N071",4,"Semai","Shape","C","Language","semai_36_shape","raŋjɒ̃ɒ̃t"
"N075",1.8,"Semai","Shape","C","Language","semai_36_shape","raŋjɒ̃ɒ̃t"
"N076",1,"Semai","Shape","C","Language","semai_36_shape","raŋjɒ̃ɒ̃t"
"N009",1.4,"Semai","ColorVisual","C","Language","semai_6_color",NA
"N014",1,"Semai","ColorVisual","C","Language","semai_6_color",NA
"N018",2,"Semai","ColorVisual","C","Language","semai_6_color",NA
"N024",3,"Semai","ColorVisual","C","Language","semai_6_color",NA
"N028",1,"Semai","ColorVisual","C","Language","semai_6_color",NA
"N030",1,"Semai","ColorVisual","C","Language","semai_6_color",NA
"N035",2,"Semai","ColorVisual","C","Language","semai_6_color",NA
"N036",1.1,"Semai","ColorVisual","C","Language","semai_6_color",NA
"N038",1,"Semai","ColorVisual","C","Language","semai_6_color",NA
"N040",1,"Semai","ColorVisual","C","Language","semai_6_color",NA
"N043",1.1,"Semai","ColorVisual","C","Language","semai_6_color",NA
"N052",1.9,"Semai","ColorVisual","C","Language","semai_6_color",NA
"N059",2,"Semai","ColorVisual","C","Language","semai_6_color",NA
"N062",1,"Semai","ColorVisual","C","Language","semai_6_color",NA
"N066",1,"Semai","ColorVisual","C","Language","semai_6_color",NA
"N071",3.6,"Semai","ColorVisual","C","Language","semai_6_color",NA
"N075",1.8,"Semai","ColorVisual","C","Language","semai_6_color",NA
"N076",1.4,"Semai","ColorVisual","C","Language","semai_6_color",NA
"N009",1,"Japanese","Sound","C","Language","japanese_7_sound","boo boo"
"N014",1.1,"Japanese","Sound","C","Language","japanese_7_sound","boo boo"
"N018",1,"Japanese","Sound","C","Language","japanese_7_sound","boo boo"
"N024",1.2,"Japanese","Sound","C","Language","japanese_7_sound","boo boo"
"N028",1,"Japanese","Sound","C","Language","japanese_7_sound","boo boo"
"N030",1,"Japanese","Sound","C","Language","japanese_7_sound","boo boo"
"N035",2.3,"Japanese","Sound","C","Language","japanese_7_sound","boo boo"
"N036",1.8,"Japanese","Sound","C","Language","japanese_7_sound","boo boo"
"N038",1,"Japanese","Sound","C","Language","japanese_7_sound","boo boo"
"N040",1.3,"Japanese","Sound","C","Language","japanese_7_sound","boo boo"
"N043",1.4,"Japanese","Sound","C","Language","japanese_7_sound","boo boo"
"N052",1,"Japanese","Sound","C","Language","japanese_7_sound","boo boo"
"N059",1.4,"Japanese","Sound","C","Language","japanese_7_sound","boo boo"
"N062",1.8,"Japanese","Sound","C","Language","japanese_7_sound","boo boo"
"N066",1,"Japanese","Sound","C","Language","japanese_7_sound","boo boo"
"N071",2.4,"Japanese","Sound","C","Language","japanese_7_sound","boo boo"
"N075",2,"Japanese","Sound","C","Language","japanese_7_sound","boo boo"
"N076",1.3,"Japanese","Sound","C","Language","japanese_7_sound","boo boo"
"N009",5,"Japanese","Texture","C","Language","japanese_17_texture","deko boko"
"N014",4,"Japanese","Texture","C","Language","japanese_17_texture","deko boko"
"N018",3.8,"Japanese","Texture","C","Language","japanese_17_texture","deko boko"
"N024",4,"Japanese","Texture","C","Language","japanese_17_texture","deko boko"
"N028",4.1,"Japanese","Texture","C","Language","japanese_17_texture","deko boko"
"N030",5,"Japanese","Texture","C","Language","japanese_17_texture","deko boko"
"N035",3.8,"Japanese","Texture","C","Language","japanese_17_texture","deko boko"
"N036",3.6,"Japanese","Texture","C","Language","japanese_17_texture","deko boko"
"N038",2,"Japanese","Texture","C","Language","japanese_17_texture","deko boko"
"N040",4,"Japanese","Texture","C","Language","japanese_17_texture","deko boko"
"N043",3.2,"Japanese","Texture","C","Language","japanese_17_texture","deko boko"
"N052",4.2,"Japanese","Texture","C","Language","japanese_17_texture","deko boko"
"N059",4.6,"Japanese","Texture","C","Language","japanese_17_texture","deko boko"
"N062",4.5,"Japanese","Texture","C","Language","japanese_17_texture","deko boko"
"N066",4,"Japanese","Texture","C","Language","japanese_17_texture","deko boko"
"N071",4.6,"Japanese","Texture","C","Language","japanese_17_texture","deko boko"
"N075",3.3,"Japanese","Texture","C","Language","japanese_17_texture","deko boko"
"N076",2,"Japanese","Texture","C","Language","japanese_17_texture","deko boko"
"N009",4.5,"Japanese","Motion","C","Language","japanese_28_motion","gorogoro"
"N014",4.1,"Japanese","Motion","C","Language","japanese_28_motion","gorogoro"
"N018",2.5,"Japanese","Motion","C","Language","japanese_28_motion","gorogoro"
"N024",3.6,"Japanese","Motion","C","Language","japanese_28_motion","gorogoro"
"N028",3,"Japanese","Motion","C","Language","japanese_28_motion","gorogoro"
"N030",2,"Japanese","Motion","C","Language","japanese_28_motion","gorogoro"
"N035",4.5,"Japanese","Motion","C","Language","japanese_28_motion","gorogoro"
"N036",3.1,"Japanese","Motion","C","Language","japanese_28_motion","gorogoro"
"N038",1.9,"Japanese","Motion","C","Language","japanese_28_motion","gorogoro"
"N040",4.1,"Japanese","Motion","C","Language","japanese_28_motion","gorogoro"
"N043",2.8,"Japanese","Motion","C","Language","japanese_28_motion","gorogoro"
"N052",1,"Japanese","Motion","C","Language","japanese_28_motion","gorogoro"
"N059",4,"Japanese","Motion","C","Language","japanese_28_motion","gorogoro"
"N062",4.8,"Japanese","Motion","C","Language","japanese_28_motion","gorogoro"
"N066",3.5,"Japanese","Motion","C","Language","japanese_28_motion","gorogoro"
"N071",3.7,"Japanese","Motion","C","Language","japanese_28_motion","gorogoro"
"N075",4.4,"Japanese","Motion","C","Language","japanese_28_motion","gorogoro"
"N076",3.6,"Japanese","Motion","C","Language","japanese_28_motion","gorogoro"
"N009",3.4,"Japanese","Shape","C","Language","japanese_34_shape","mokomoko"
"N014",4,"Japanese","Shape","C","Language","japanese_34_shape","mokomoko"
"N018",3.2,"Japanese","Shape","C","Language","japanese_34_shape","mokomoko"
"N024",2,"Japanese","Shape","C","Language","japanese_34_shape","mokomoko"
"N028",1,"Japanese","Shape","C","Language","japanese_34_shape","mokomoko"
"N030",1,"Japanese","Shape","C","Language","japanese_34_shape","mokomoko"
"N035",2.4,"Japanese","Shape","C","Language","japanese_34_shape","mokomoko"
"N036",2.9,"Japanese","Shape","C","Language","japanese_34_shape","mokomoko"
"N038",1.8,"Japanese","Shape","C","Language","japanese_34_shape","mokomoko"
"N040",2,"Japanese","Shape","C","Language","japanese_34_shape","mokomoko"
"N043",3.2,"Japanese","Shape","C","Language","japanese_34_shape","mokomoko"
"N052",3,"Japanese","Shape","C","Language","japanese_34_shape","mokomoko"
"N059",1.7,"Japanese","Shape","C","Language","japanese_34_shape","mokomoko"
"N062",2.8,"Japanese","Shape","C","Language","japanese_34_shape","mokomoko"
"N066",3.5,"Japanese","Shape","C","Language","japanese_34_shape","mokomoko"
"N071",3.5,"Japanese","Shape","C","Language","japanese_34_shape","mokomoko"
"N075",1.6,"Japanese","Shape","C","Language","japanese_34_shape","mokomoko"
"N076",2.5,"Japanese","Shape","C","Language","japanese_34_shape","mokomoko"
"N009",4.2,"Japanese","ColorVisual","C","Language","japanese_42_color",NA
"N014",4.5,"Japanese","ColorVisual","C","Language","japanese_42_color",NA
"N018",3.7,"Japanese","ColorVisual","C","Language","japanese_42_color",NA
"N024",4.1,"Japanese","ColorVisual","C","Language","japanese_42_color",NA
"N028",1,"Japanese","ColorVisual","C","Language","japanese_42_color",NA
"N030",4,"Japanese","ColorVisual","C","Language","japanese_42_color",NA
"N035",3.7,"Japanese","ColorVisual","C","Language","japanese_42_color",NA
"N036",2.8,"Japanese","ColorVisual","C","Language","japanese_42_color",NA
"N038",1.9,"Japanese","ColorVisual","C","Language","japanese_42_color",NA
"N040",3.5,"Japanese","ColorVisual","C","Language","japanese_42_color",NA
"N043",3.3,"Japanese","ColorVisual","C","Language","japanese_42_color",NA
"N052",3.2,"Japanese","ColorVisual","C","Language","japanese_42_color",NA
"N059",2.7,"Japanese","ColorVisual","C","Language","japanese_42_color",NA
"N062",3.2,"Japanese","ColorVisual","C","Language","japanese_42_color",NA
"N066",1.9,"Japanese","ColorVisual","C","Language","japanese_42_color",NA
"N071",4.1,"Japanese","ColorVisual","C","Language","japanese_42_color",NA
"N075",1.6,"Japanese","ColorVisual","C","Language","japanese_42_color",NA
"N076",2.6,"Japanese","ColorVisual","C","Language","japanese_42_color",NA
"N009",3.3,"Japanese","Sound","C","Language","japanese_8_sound","bari bari"
"N014",2,"Japanese","Sound","C","Language","japanese_8_sound","bari bari"
"N018",1.5,"Japanese","Sound","C","Language","japanese_8_sound","bari bari"
"N024",3.3,"Japanese","Sound","C","Language","japanese_8_sound","bari bari"
"N028",1,"Japanese","Sound","C","Language","japanese_8_sound","bari bari"
"N030",5,"Japanese","Sound","C","Language","japanese_8_sound","bari bari"
"N035",3.4,"Japanese","Sound","C","Language","japanese_8_sound","bari bari"
"N036",1,"Japanese","Sound","C","Language","japanese_8_sound","bari bari"
"N038",1.8,"Japanese","Sound","C","Language","japanese_8_sound","bari bari"
"N040",1.5,"Japanese","Sound","C","Language","japanese_8_sound","bari bari"
"N043",1.9,"Japanese","Sound","C","Language","japanese_8_sound","bari bari"
"N052",1.1,"Japanese","Sound","C","Language","japanese_8_sound","bari bari"
"N059",1.3,"Japanese","Sound","C","Language","japanese_8_sound","bari bari"
"N062",1.4,"Japanese","Sound","C","Language","japanese_8_sound","bari bari"
"N066",1.1,"Japanese","Sound","C","Language","japanese_8_sound","bari bari"
"N071",2.4,"Japanese","Sound","C","Language","japanese_8_sound","bari bari"
"N075",2,"Japanese","Sound","C","Language","japanese_8_sound","bari bari"
"N076",2.5,"Japanese","Sound","C","Language","japanese_8_sound","bari bari"
"N009",1.4,"Japanese","Texture","C","Language","japanese_18_texture","kachi kachi"
"N014",2,"Japanese","Texture","C","Language","japanese_18_texture","kachi kachi"
"N018",3.9,"Japanese","Texture","C","Language","japanese_18_texture","kachi kachi"
"N024",3.2,"Japanese","Texture","C","Language","japanese_18_texture","kachi kachi"
"N028",4.1,"Japanese","Texture","C","Language","japanese_18_texture","kachi kachi"
"N030",5,"Japanese","Texture","C","Language","japanese_18_texture","kachi kachi"
"N035",4.2,"Japanese","Texture","C","Language","japanese_18_texture","kachi kachi"
"N036",3.9,"Japanese","Texture","C","Language","japanese_18_texture","kachi kachi"
"N038",2,"Japanese","Texture","C","Language","japanese_18_texture","kachi kachi"
"N040",1.4,"Japanese","Texture","C","Language","japanese_18_texture","kachi kachi"
"N043",4,"Japanese","Texture","C","Language","japanese_18_texture","kachi kachi"
"N052",5,"Japanese","Texture","C","Language","japanese_18_texture","kachi kachi"
"N059",5,"Japanese","Texture","C","Language","japanese_18_texture","kachi kachi"
"N062",5,"Japanese","Texture","C","Language","japanese_18_texture","kachi kachi"
"N066",3,"Japanese","Texture","C","Language","japanese_18_texture","kachi kachi"
"N071",3.3,"Japanese","Texture","C","Language","japanese_18_texture","kachi kachi"
"N075",4.2,"Japanese","Texture","C","Language","japanese_18_texture","kachi kachi"
