"","ideophone","meaning","language","category","meaning_NL","meaning_NL_opposite","study","filename","C_cumulative","F_redup","F_monosyllabic","F_redupmod","F_closedsyllable","F_vowelquality","F_voice","F_finallength","F_intonation","M_sound","M_distribution","M_irregular","M_weight","M_punctual","M_long","M_abrupt","F_notes_MD","M_notes_MD","F_notes_SP","M_notes_SP","C_modality","C_iterative","C_irregular","C_closure","C_punctual","C_long","C_weight_voice","C_weight_vowel","C_weight_tone","C_aspect","C_length","C_weight","C_magnitude","C_any1","C_atleast2","C_ternary","score","logodds","score_z","rating","rating_z"
"147","cããwcããw","of splashing water, repetition of sound","Semai","Sound","geluid van spetterend water",NA,"Language","Semai_24_Sound",2,1,0,0,1,1,0,0,1,1,1,1,1,0,0,0,NA,NA,"f_closedsyll: twijfel, tel je w mee? (in audiofile klinkt het wel gesloten, vandaar (1)).",NA,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,2,0.45,-0.125661346855074,-0.714055409056131,2.25263157894737,-0.833307794223781
"148","hõõ(õõ)s","of heavy breathing through nose (typically of animals, e.g. buffalo)","Semai","Sound","geluid van zwaar door de neus ademen",NA,"Language","Semai_25_Sound",2,0,1,0,1,2,0,0,1,1,1,0,2,0,1,0,"F_finalvowel: followed by coda",NA,NA,NA,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,2,0.6,0.2533471031358,0.14026088392174,4.02222222222222,1.33169751659572
"149","korrrr","of pouring water, (e.g. with a kettle)","Semai","Sound","geluid van water gieten",NA,"Language","Semai_26_Sound",3,0,1,0,1,2,0,1,1,1,0,0,1,1,1,0,"F_finalvowel: final consonant lengthened here","M_punctual: informed by English translation",NA,NA,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,3,0.5,0,-0.429283311396841,3.08333333333333,0.183014097388615
"150","reŋŋŋ","of thin glass breaking on a hard ground, (e.g. a stone/cement floor)","Semai","Sound","geluid van brekend dun glas",NA,"Language","Semai_27_Sound",5,0,1,0,1,0,2,1,2,1,0,0,0,1,0,1,"F_finalvowel: consonant!",NA,NA,NA,1,0,0,1,1,0,0,1,1,1,1,2,1,1,1,3,0.9,1.2815515655446,1.84889346987748,4.375,1.763303416712
"151","plɛ̃splɒ̃s","of peoples' breathing when sleeping, with lips open a little, hearing this sound here and there (distributive)","Semai","Sound","geluid van slapend ademende mensen",NA,"Language","Semai_28_Sound",2,1,0,1,1,0,0,0,1,1,1,0,1,0,1,0,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,2,0.25,-0.674489750196082,-1.85314379969329,1.53333333333333,-1.71333308579946
"152","plɒ̃s","of someones breathing when sleeping, with lips open a little","Semai","Sound","geluid van een slapend mens",NA,"Language","Semai_29_Sound",1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.1,-1.2815515655446,-2.70746009267116,1.33157894736842,-1.96016944807068
"153","blʔoo::k","dark coloured, purple-brown. lengthening of last/main vowel.","Semai","ColorVisual","bruin-paars",NA,"Language","Semai_2_ColorVisual",1,0,1,0,1,2,1,0,1,0,0,0,2,0,0,0,"F_finalvowel: can final vowel be followed by consonant?",NA,"F_monosyllabic: telt dit als 1 syllabe? (aparte medeklinkercombinatie)",NA,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0.8,0.841621233572914,1.2793492745589,1.61111111111111,-1.61817587947461
"154","tɨɨktɨɨktɨɨktɨɨk","of dull or muffled sound (e.g hitting hand against cement floor; something heavy landing of the floor), repetition of sound","Semai","Sound","dof, gedempt geluid",NA,"Language","Semai_30_Sound",2,1,0,0,1,1,0,0,1,1,0,0,2,0,0,1,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,2,0.5,0,-0.429283311396841,4.205,1.55531695145912
"155","baŋʔis","of a larger bulging shape, e.g. a fat/swollen stomach","Semai","Shape","grote bolstaande gezwollen vorm",NA,"Language","Semai_31_Shape",0,0,0,0,1,0,1,0,1,0,0,0,2,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,-0.385320466407568,-1.28359960437471,1.66111111111111,-1.55700338969435
"156","cihɛ̃ʔ","bent, a little askew/slantwise","Semai","Shape","krom",NA,"Language","Semai_32_Shape",0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0.125661346855074,-0.14451121373755,2.33157894736842,-0.736719652465475
"157","goow","of a smaller bulging shape, e.g. typically of large/muscular calfs bulging","Semai","Shape","vorm van een  gespierede enkel",NA,"Language","Semai_33_Shape",0,0,1,0,1,2,2,0,1,0,0,0,1,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,-1.03643338949379,-2.42268799501187,1.78333333333333,-1.40747063689815
"158","ɟlpuŋ","of a cone-like protruding shape (from head), e.g. hair bun","Semai","Shape","kegelachtig uitpuilen",NA,"Language","Semai_34_Shape",0,0,1,0,1,2,2,0,1,0,0,0,1,0,0,0,NA,NA,"F_monosyllabic: 1 syllabe?",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,-0.524400512708041,-1.568371702034,2.405,-0.646892680630251
"159","ɟrpɒɒs","of a straggling shape/figure, things going in all directions, e.g. hair standing in all directions","Semai","Shape","alle kanten opgaand",NA,"Language","Semai_35_Shape",0,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,"F_vowelquality: is ɒ neutral or dark?",NA,"F_monosyllabic: 1 syllabe?",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.524400512708041,0.70980507924032,2.21,-0.885465390773266
"160","raŋjɒ̃ɒ̃t","crocked, not straight/proper of a pattern, sometimes with holes (could also be considered a surface characteristic)","Semai","Shape","scheef",NA,"Language","Semai_36_Shape",0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0.125661346855074,-0.14451121373755,2.30555555555555,-0.76855796585988
"161","rŋʔɒɒŋ","of round-like hole, typically of open mouth","Semai","Shape","rond gat",NA,"Language","Semai_37_Shape",0,0,1,0,1,1,2,0,1,0,0,0,1,0,0,0,"F_monosyllable: need to check phonotactics",NA,"F_monosyllabic: 1 syllabe?",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,-0.429283311396841,1.97894736842105,-1.16814668565257
"162","slaɟɒɒr","of a straight shape/posture, e.g. a straight body position, straight hair","Semai","Shape","kaarsrecht staand",NA,"Language","Semai_38_Shape",0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.2533471031358,0.14026088392174,2.13888888888889,-0.972466265127414
"163","chuurchɛɛr","darker red, purple-red. distribution in space (distributive derivation).","Semai","ColorVisual","donkerrood-paars tafereel",NA,"Language","Semai_3_ColorVisual",1,1,0,1,1,1,0,0,1,0,1,0,2,0,0,0,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0.6,0.2533471031358,0.14026088392174,2.11578947368421,-1.00072723993818
"164","ɟhɨr","bright (dirt) coloured, sand-red, a little darker on an otherwise brighter surface. example: of white peoples' skin when sun-burned","Semai","ColorVisual","kleur van huid met zonnebrand",NA,"Language","Semai_4_ColorVisual",0,0,1,0,1,1,1,0,1,0,0,1,1,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.2533471031358,0.14026088392174,1.79,-1.39931430492745
"165","ɟreeŋ","transparent, see-through","Semai","ColorVisual","transparant",NA,"Language","Semai_5_ColorVisual",0,0,1,0,1,0,2,0,1,0,0,0,1,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.674489750196082,0.994577176899611,2.27368421052632,-0.807550956421565
"166","slʔẽẽk","lighter brown, pale-coloured","Semai","ColorVisual","licht bruin",NA,"Language","Semai_6_ColorVisual",2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,NA,NA,"F_monosyllabic: 1 syllabe?",NA,0,0,0,0,0,0,1,1,0,0,0,2,1,1,0,1,0.7,0.524400512708041,0.70980507924032,1.57222222222222,-1.66575448263703
"167","bracɨɨj","vertical (upward), one item splitting into multiple. Example: fireworks. Plurality of motion (plural infix).","Semai","Motion","uit elkaar spattende opwaartse beweging (b.v. vuurwerk)",NA,"Language","Semai_7_Motion",0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,0,NA,NA,"F_closedsyll:  hier (0) gedaan, want ik hoor de j niet in de audio.",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.2533471031358,0.14026088392174,2.325,-0.744768664278667
"168","cidũʔcidẽʔ","from side to side while walking, short and firm movements. Example: the way a person with short legs walk. Distribution in space (distributive derivation). In this rendition the nasality of the vowels is not particularly strong.","Semai","Motion","waggelende beweging",NA,"Language","Semai_8_Motion",2,1,0,1,1,1,1,0,1,0,1,1,1,0,1,0,"F_closedsyallable: glottal stop counts as closed?",NA,NA,NA,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,2,0.35,-0.385320466407568,-1.28359960437471,2.07777777777778,-1.04723264152551
"169","duldil","falling over/down, collapsing. Example: people falling over, leeches losing their grip. Distribution in space (distributive derivation).","Semai","Motion","in elkaar zakkend",NA,"Language","Semai_9_Motion",3,1,0,1,1,1,2,0,1,0,1,1,1,1,0,1,NA,NA,NA,NA,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,3,0.55,0.125661346855074,-0.14451121373755,2.445,-0.597954688806042
"170","fiɛfiɛ","silky","Siwu","Texture","zijdezacht",NA,"Language","Siwu_11_Texture",3,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,NA,NA,NA,"M_weight: twijfel, zowel licht (0) als zacht (2), maar het is voor mij toch vooral heel licht",0,0,0,0,0,0,1,1,1,0,0,3,1,1,0,1,0.5,0,-0.429283311396841,2.46666666666667,-0.571446609901263
"171","gbadara-gbadara","a drunkard’s wobbling gait","Siwu","Motion","waggelen, lopen als een dronkaard",NA,"Language","Siwu_12_Motion",1,1,0,0,0,1,2,0,1,0,1,1,1,0,1,0,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0.9,1.2815515655446,1.84889346987748,3.35263157894737,0.512486980941945
"172","kpɔkɔlɔ-kpɔkɔlɔ","walking like a tortoise","Siwu","Motion","lopen als een schildpad",NA,"Language","Siwu_13_Motion",1,1,0,0,0,2,0,0,1,0,1,0,1,0,1,0,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0.55,0.125661346855074,-0.14451121373755,2.41666666666667,-0.632619099681523
"173","nyɛmɛrɛ-nyɛmɛrɛ","wriggling (of a small snake)","Siwu","Motion","kronkelen",NA,"Language","Siwu_14_Motion",1,1,0,0,0,0,2,0,1,0,1,1,1,0,1,0,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0.45,-0.125661346855074,-0.714055409056131,3.80555555555555,1.06661672754793
"174","gulugulu","rolling","Siwu","Motion","rollen",NA,"Language","Siwu_16_Motion",1,1,0,0,0,2,2,0,1,0,1,0,1,0,1,0,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0.55,0.125661346855074,-0.14451121373755,3.43,0.607143359865086
"175","nààà","slowly moving","Siwu","Motion","langzaam bewegen",NA,"Language","Siwu_17_Motion",1,0,1,0,0,1,2,1,1,0,0,0,1,0,1,0,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0.5,0,-0.429283311396841,4.04,1.35344773518426
"176","giligili","circular (round 2D)","Siwu","Shape","rond (als een cirkel)",NA,"Language","Siwu_18_Shape",0,1,0,0,0,0,2,0,1,0,0,0,1,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,-0.524400512708041,-1.568371702034,1.68947368421053,-1.52230320543303
"177","minimini","spherical (round 3D)","Siwu","Shape","bolvormig",NA,"Language","Siwu_19_Shape",0,1,0,0,0,0,2,0,1,0,0,0,1,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,-0.2533471031358,-0.998827506715421,1.69,-1.52165928448797
"178","gbiim","boom","Siwu","Sound","explosie (boem)",NA,"Language","Siwu_1_Sound",4,0,1,0,1,0,2,1,2,1,0,0,2,1,0,1,NA,NA,NA,"bij explosies nu wel (1) voor M_abrupt gedaan, net als bij bijv. ‘harde klap’, want het idee van de echoënde eigenschap gold ook niet bij ‘distributief’ dus waarom hier wel?",1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,3,0.8,0.841621233572914,1.2793492745589,3.51111111111111,0.706378732175286
"179","miɔmiɔ","pointy","Siwu","Shape","puntig",NA,"Language","Siwu_20_Shape",0,1,0,0,0,1,2,0,1,0,0,0,1,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.524400512708041,0.70980507924032,2,-1.14238984785036
"180","tɛgɛlɛɛ","flat","Siwu","Shape","plat",NA,"Language","Siwu_21_Shape",0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,-0.385320466407568,-1.28359960437471,2.00555555555556,-1.13559290454144
"181","sĩĩĩ","straight","Siwu","Shape","kaarsrecht",NA,"Language","Siwu_22_Shape",0,0,1,0,0,0,0,1,2,0,0,0,1,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,-0.429283311396841,3.49473684210526,0.686345636106896
"182","gɔgɔlɔ","twisted, bendy","Siwu","Shape","kronkelig",NA,"Language","Siwu_23_Shape",1,1,0,1,0,2,2,0,1,0,0,1,1,0,0,0,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0.65,0.385320466407568,0.42503298158103,3.83888888888889,1.10739838740144
"183","tagbaraa","long","Siwu","Shape","lang",NA,"Language","Siwu_24_Shape",1,0,0,0,0,1,1,1,2,0,0,0,1,0,1,0,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0.85,1.03643338949379,1.56412137221819,4.47777777777778,1.88904686792698
"184","pimbilii","protruding belly (moderately fat)","Siwu","Shape","buikje",NA,"Language","Siwu_25_Shape",0,0,0,0,0,0,2,1,2,0,0,0,1,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.2533471031358,0.14026088392174,3.09444444444444,0.19660798400645
"185","pumbuluu","protruding belly (fat)","Siwu","Shape","dikke buik",NA,"Language","Siwu_26_Shape",2,0,0,0,0,2,2,1,1,0,0,0,2,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,1,1,0,0,0,2,1,1,1,1,0.55,0.125661346855074,-0.14451121373755,3.785,1.04146803730493
"186","sɔdzɔlɔɔ","ellipsoid","Siwu","Shape","ellipsoïde, langgerekt",NA,"Language","Siwu_27_Shape",1,0,0,0,0,2,1,1,1,0,0,0,1,0,1,0,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0.95,1.64485362695147,2.13366556753677,4.085,1.4085029759865
"187","fututu","purely white","Siwu","ColorVisual","sneeuwwit",NA,"Language","Siwu_28_ColorVisual",2,1,0,1,0,2,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0.1,-1.2815515655446,-2.70746009267116,1.53333333333333,-1.71333308579946
"188","pɛ̃ɛ̃","focal red","Siwu","ColorVisual","knalrood",NA,"Language","Siwu_29_ColorVisual",0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,-0.2533471031358,-0.998827506715421,2.45,-0.591837439828016
"189","kpa","tock, sound of dry impact","Siwu","Sound","harde klap",NA,"Language","Siwu_2_Sound",2,0,1,0,0,1,0,0,2,1,0,0,1,1,0,1,NA,NA,NA,NA,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,2,0.85,1.03643338949379,1.56412137221819,4.65263157894737,2.10297171522871
"190","gãã","red-hot","Siwu","ColorVisual","roodgloeiend",NA,"Language","Siwu_30_ColorVisual",0,0,1,0,0,1,2,1,1,0,0,0,1,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.674489750196082,0.994577176899611,2.76315789473684,-0.20870447752007
"191","kpìnàkpìnà","black, dark","Siwu","ColorVisual","zwart, donker",NA,"Language","Siwu_31_ColorVisual",0,1,0,0,0,0,1,0,1,0,0,0,2,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.674489750196082,0.994577176899611,2.45263157894737,-0.588617835102739
"192","gelegele","shiny","Siwu","ColorVisual","glinsterend",NA,"Language","Siwu_32_ColorVisual",3,1,0,0,0,0,2,0,2,0,1,0,0,0,0,0,NA,NA,NA,NA,0,1,0,0,0,0,0,1,1,1,0,2,1,1,1,2,0.7,0.524400512708041,0.70980507924032,3.82222222222222,1.08700755747468
"193","munyɛ̃munyɛ̃","sparkling","Siwu","ColorVisual","fonkelend",NA,"Language","Siwu_33_ColorVisual",1,1,0,0,0,1,2,0,1,0,1,0,0,0,0,0,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0.45,-0.125661346855074,-0.714055409056131,2.62222222222222,-0.381132197251565
"194","wɔ̃rãwɔ̃rã","spotted","Siwu","ColorVisual","gespikkeld",NA,"Language","Siwu_34_ColorVisual",1,1,0,0,0,2,1,0,1,0,1,1,1,0,0,0,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0.6,0.2533471031358,0.14026088392174,2.54722222222222,-0.472890931921955
"195","pu","thud, sound of dull impact","Siwu","Sound","doffe klap",NA,"Language","Siwu_3_Sound",3,0,1,0,0,2,0,0,1,1,0,0,2,1,0,1,NA,NA,NA,NA,1,0,0,0,1,0,0,1,0,1,0,1,1,1,1,3,0.6,0.2533471031358,0.14026088392174,3.73888888888889,0.985053407840916
"196","tòlontòlontòlon","sound of water drops","Siwu","Sound","druppelen",NA,"Language","Siwu_4_Sound",2,1,0,0,1,2,1,0,1,1,1,0,0,0,0,0,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,2,0.85,1.03643338949379,1.56412137221819,4.65,2.09975211050344
"197","gblogblogblo","bubble","Siwu","Sound","borrelen",NA,"Language","Siwu_5_Sound",2,1,0,0,0,2,2,0,1,1,1,0,1,0,1,0,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,2,0.8,0.841621233572914,1.2793492745589,4.145,1.48190996372281
"198","wùrùfùù","fluffy","Siwu","Texture","pluizig",NA,"Language","Siwu_6_Texture",0,0,0,0,0,2,0,1,1,0,0,0,1,0,0,0,NA,"M_weight: I wonder whether NA would be better than 1 in cases like this",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0.125661346855074,-0.14451121373755,2.00526315789474,-1.1359506383998
"199","wòsòròò","rough","Siwu","Texture","ruw",NA,"Language","Siwu_7_Texture",0,0,0,0,0,2,0,1,1,0,0,1,1,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0.385320466407568,0.42503298158103,2.32777777777778,-0.741370192624208
"200","fwɛ̃fwɛ̃","elastic, springy, yielding to the touch","Siwu","Texture","zacht en meegevend",NA,"Language","Siwu_8_Texture",0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,NA,"M_distribution coding influenced by my knowledge of the use of this form",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,-0.2533471031358,-0.998827506715421,2.96842105263158,0.0424246910515246
"201","pɔlɔpɔlɔ","smooth","Siwu","Texture","glad",NA,"Language","Siwu_9_Texture",0,1,0,0,0,2,0,0,2,0,0,0,1,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,-0.125661346855074,-0.714055409056131,1.96111111111111,-1.18996845101278
"202","berabera","chatty","Japanese","Sound","spraakzaam","ingetogen","Collabra","berabera",1,1,0,0,0,0,2,0,1,1,0,0,1,0,0,0,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.827586206896552,0.944669591394477,0.691484941533503,3.28,0.423625890524304
"203","betabeta","clinging","Japanese","Texture","plakkerig","glibberig","Collabra","betabeta",0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,NA,"depends on construal",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.758620689655172,0.701872595421959,0.204884427121035,3.05,0.142232437535107
"204","boroboro","worn out","Japanese","Other","versleten","gloednieuw","Collabra","boroboro",0,1,0,0,0,2,2,0,1,0,0,0,1,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.724137931034483,0.595178533333279,-0.0384158300851923,2.265,-0.818175652014979
"205","bukubuku","fat","Japanese","Shape","mollig","slank","Collabra","bukubuku",1,1,0,0,0,2,1,0,1,0,0,0,2,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0.862068965517241,1.08966198194611,0.934785198739729,2.845,-0.10857477056396
"206","buruburu","shivering","Japanese","Motion","rillend","zwetend","Collabra","buruburu",1,1,0,0,0,2,2,0,1,0,1,0,1,0,1,0,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0.793103448275862,0.8172368220294,0.448184684327268,4.18947368421053,1.53632128357999
"207","chikuchiku","sharp pain","Japanese","Other","stekend","kloppend","Collabra","chikuchiku",0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,NA,"hard to decide",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.689655172413793,0.494873163568623,-0.281716087291426,3.79444444444444,1.05302284093009
"208","chirachira","flickering","Japanese","ColorVisual","flikkerend","schijnend","Collabra","chirachira",3,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,NA,NA,NA,NA,0,1,0,0,0,0,1,1,0,1,0,2,1,1,1,2,0.758620689655172,0.701872595421959,0.204884427121035,2.92631578947368,-0.00908898455290526
"209","debudebu","fat","Japanese","Shape","dik","dun","Collabra","debudebu",1,1,0,0,0,1,2,0,1,0,0,0,2,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0.827586206896552,0.944669591394477,0.691484941533503,2.79444444444444,-0.170426954675113
"210","dorodoro","muddy","Japanese","Other","vies","schoon","Collabra","dorodoro",1,1,0,0,0,2,2,0,1,0,0,0,2,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,1,1,0,0,0,2,1,1,0,1,0.655172413793103,0.39932306734955,-0.52501634449766,2.31052631578947,-0.762476490267689
"211","furafura","dizzy","Japanese","Other","duizelig","stabiel","Collabra","furafura",0,1,0,0,0,2,0,0,1,0,0,0,1,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.827586206896552,0.944669591394477,0.691484941533503,2.54210526315789,-0.479151274443326
"212","fuwafuwa","fluffy","Japanese","Texture","pluizig","houtig","Collabra","fuwafuwa",1,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0.931034482758621,1.4835398594013,1.4213857131522,2.8421052631579,-0.112116335761764
"213","gayagaya","noisy","Japanese","Sound","lawaaiig","ingehouden","Collabra","gayagaya",2,1,0,0,0,1,2,0,1,1,1,1,1,0,0,0,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,2,0.827586206896552,0.944669591394477,0.691484941533503,2.47222222222222,-0.564649666592345
"214","gochagocha","messy","Japanese","Other","rommelig","opgeruimd","Collabra","gochagocha",1,1,0,0,0,2,1,0,1,0,1,1,1,0,0,0,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0.586206896551724,0.217798379927398,-1.01161685891012,2.83888888888889,-0.116051408203769
"215","gokugoku","gulping","Japanese","Sound","slokkend","nippend","Collabra","gokugoku",2,1,0,0,0,2,1,0,1,1,1,0,1,0,0,0,NA,"aspect hard to decide",NA,NA,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,2,0.931034482758621,1.4835398594013,1.4213857131522,4.57368421052632,2.00638357347041
"216","gowagowa","stiff","Japanese","Texture","stijf","soepel","Collabra","gowagowa",0,1,0,0,0,2,2,0,1,0,0,0,1,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.482758620689655,-0.0432311911528176,-1.74151763052882,1.72222222222222,-1.48223701329625
"217","harahara","nervous","Japanese","Other","ongedurig","ontspannend","Collabra","harahara",0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.551724137931034,0.130018583307083,-1.25491711611635,3.42777777777778,0.604424582541519
"218","hetoheto","exhausted","Japanese","Other","afgemat","uitgerust","Collabra","hetoheto",0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.862068965517241,1.08966198194611,0.934785198739729,2.99444444444444,0.0742630044459298
"219","hikuhiku","twitchy","Japanese","Motion","geagiteerd","onbewogen","Collabra","hikuhiku",0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.758620689655172,0.701872595421959,0.204884427121035,2.22,-0.873230892817213
"220","hisohiso","whispering","Japanese","Sound","fluisterend","roepend","Collabra","hisohiso",3,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,NA,NA,NA,NA,1,1,0,0,0,0,1,0,0,1,0,1,1,1,1,3,0.96551724137931,1.81864559285006,1.66468597035842,3.71111111111111,0.951068691296326
"221","hiyahiya","terrified","Japanese","Other","benauwd","moedig","Collabra","hiyahiya",0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.413793103448276,-0.217798379927398,-2.22811814494128,2.565,-0.451140713333418
"222","hokahoka","steaming hot","Japanese","Other","dampend","afgekoeld","Collabra","hokahoka",1,1,0,0,0,2,0,0,1,0,1,0,1,0,0,0,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0.724137931034483,0.595178533333279,-0.0384158300851923,1.71666666666667,-1.48903395660517
"223","kachikachi","tense","Japanese","Other","geprikkeld","bedaard","Collabra","kachikachi",0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.689655172413793,0.494873163568623,-0.281716087291426,3.23333333333333,0.366531566729395
